name,population,total_area,city_gdp_per_population,percentage_urban_area_as_open_public_spaces,percentage_urban_area_as_open_public_spaces_and_streets,percentage_urban_area_as_streets,share_of_population_within_400m_of_open_space,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,city_mean_elevation,city_elevation_delta,region_100km_mean_elevation,region_100km_elevation_delta,region_50km_mean_elevation,region_50km_elevation_delta,region_20km_mean_elevation,region_20km_elevation_delta,region_100km_urban,region_100km_cultivated,region_50km_urban,region_50km_cultivated,region_20km_urban,region_20km_cultivated,mean_population_exposure_to_pm2_5_2019,city_average_pop_density,city_delta_pop_density,city_max_pop_density,region_100km_average_pop_density,region_50km_average_pop_density,region_20km_average_pop_density,city_includes_estuary,region_100km_includes_estuary,region_50km_includes_estuary,region_20km_includes_estuary,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,biome_name,realm,number_of_biomes,happiness_future_life,happiness_positive_effect,happiness_negative_effect,temperature_annual_average,temperature_monthly_min,temperature_monthly_max,rainfall_annual_average,rainfall_monthly_min,rainfall_monthly_max,merlin_pool_size,birdlife_pool_size,either_pool_size,both_pool_size
Cali,2324003,17161.4547482093,,4.41,30.61,26.2,67.81,0.0244525914717601,0.105801232170364,0.105976600984382,0.00866349200652136,0.0255154809546515,5.7926227428364e-05,0.0164001643741889,0.713132511810704,1021.04612112721,305,0.0,3657,0.0,3048,0.0,1144,0.00503916176673546,0.0734609461597464,0.0113710680479346,0.206929409628853,0.0274919720242802,0.446879974792388,12,845.289922583711,1681.86669921875,1681.86669921875,4.59430918851479,7.82644001881387,15.6218308469052,false,true,false,false,230,330,470,660,850,1050,1190,1360,1550,1760,1950,2160,2250,2380,2540,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,2,,,,23.7744422446931,17.7904999202125,30.2749967732175,1221.77109444945,44.4783375344103,168.619782827872,721,382,777,326
Cape Town,3511855,69544.4582754607,,,,,,0.000912731226244104,0.0208227844597365,0.149390013622444,0.00367008854414297,0.0236714691004514,0.00479989153767376,0.10630310675111,0.664403795763302,100.887874841834,305,0.0,1219,0.0,1219,0.0,914,0.00773585837832166,0.140347579722808,0.0160113820935732,0.131898071652968,0.0353500062705713,0.173431050106134,17.3,321.867963139914,3559.02661132813,3559.02661132813,5.27485942385601,10.6241924444822,19.3824816300851,false,true,false,false,620,700,800,940,1110,1340,1610,1920,2160,2390,2720,3090,3220,3360,3500,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,1,7.431,0.784,0.268,16.7310084519252,7.32626181184219,26.7298629901779,691.338013446383,17.7598343393495,117.325548090951,255,254,302,207
Caracas,3103791,32926.5808312397,,4.97,18.51,13.54,38.1,0.139592540407124,6.59628408563723e-05,0.0800701550437039,0.000468864792149824,0.174118456621215,6.59628408563723e-05,0.0329564832566429,0.572661574197451,880.497615881193,655,0.0,1585,0.0,1463,0.0,1463,0.015669711542684,0.00328597443796786,0.0218208168142584,0.000355810460987467,0.048700537292896,0.000364071899272264,21,587.297935959616,2717.15087890625,2717.15087890625,14.4914247372575,21.4999060095184,38.8587532105307,false,true,true,false,690,960,1320,1660,2060,2340,2580,2690,2770,2820,2860,2930,2980,3100,3310,Deserts & Xeric Shrublands,Neotropic,2,7.03,0.749,0.349,20.4878653462771,13.2309458073805,26.9847971233598,956.7337184242,15.348611849899,145.886931602852,429,584,615,398
Casablanca,3988346,39312.1245572396,,1.23,19.11,17.88,29.18,3.52233005310015e-05,0.336065026909221,0.0228271850947147,0.000845359212744037,0.0073360465864754,0.00463172588923639,0.0127368145373053,0.564759350266854,35.9532140681825,182,0.0,900,0.0,601,0.0,320,0.00995880135691468,0.428408358920672,0.013720810732095,0.449053211684619,0.0246333369458668,0.474213459487754,35.8,664.268434736595,8470.1962890625,8470.1962890625,15.9403458786283,17.6886566946158,23.4730492923417,false,true,true,true,620,780,970,1210,1500,1790,2110,2410,2680,2950,3040,3140,3180,3270,3480,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,6.854,0.632,0.359,17.6175169559249,7.08214718315659,28.1640552542143,416.873992440238,0.899396699851589,81.1888779838313,144,213,233,124
Chandigarh,2179840,27537.8985912298,,4.9,19.49,14.59,54.85,0.0100764528499442,0.328347049552758,0.0178525135618095,0.000888224471214425,0.026288125060661,0.00250070482334459,0.00131952173692001,0.61267383716753,387.448096161447,252,0.0,2926,0.0,1829,0.0,998,0.0466746784583414,0.601457774363472,0.055083570510884,0.652929285894414,0.0630888385464468,0.751083880883004,80.3,495.244911268101,3375.92211914063,3375.92211914063,32.5458484322961,31.5653723677754,27.186636431324,false,false,false,false,40,60,90,140,220,300,410,480,560,670,790,930,980,1050,1170,Deserts & Xeric Shrublands,Indomalayan,1,,,,24.1220588140097,6.86231410619459,39.8035748576193,968.483410795822,7.12352048628851,277.590207908416,397,366,498,265
Chengdu,9321712,132503.095183397,,,,,,0.000159060142356207,0.232706036439404,0.0035533695146388,0.001604358684639,0.0112065775255836,0.000802747102300455,0.00136506968958967,0.748602780901488,525.612675260418,122,0.0,3383,0.0,1402,0.0,579,0.0572683488249979,0.508756026167181,0.103545882193333,0.628476702436606,0.161992480122405,0.732519985594719,46.2,437.938642127022,17592.806640625,17592.806640625,25.692793955311,37.4723878166281,50.7816685096013,false,false,false,false,770,920,1110,1330,1590,1910,2290,2640,2960,3400,3920,4060,4120,4270,4630,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,16.4385010433109,2.66967431827461,29.5109091709757,991.433288193401,7.13358927212683,245.339311649629,236,292,381,147
Chennai,10004085,94693.7961523715,,,,,,0.00945645878245307,0.259861811521617,0.00909842481924227,0.00884438428612589,0.0326814751062049,0.0114997276596045,0.00478040263227731,0.627472467337295,19.8244391025318,91,0.0,366,0.0,198,0.0,122,0.0179031088233167,0.346050882375448,0.0237896531086382,0.425645035757471,0.0446172771019639,0.521191016334805,34.8,682.562711915483,5464.359375,5464.359375,32.2027959265136,30.7750588444086,30.1604616457191,false,true,true,true,1490,1700,1920,2400,3060,3610,4200,4750,5340,5840,6350,6920,7160,7560,8310,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,2,,,,28.5520699364905,19.4461005861918,38.2909083597219,1157.2507863481,1.7627785452843,300.100998111862,274,268,324,218
Chicago,6790888,384636.835756269,0.09439443,,,,,0.0780157684331305,0.031308043723425,0.0817916286721156,0.00592484584206783,0.155530482910266,0.0213478908375364,0.000901685645975474,0.625179653935484,194.560691574996,81,0.0,238,0.0,198,0.0,152,0.0471553047305526,0.531639453056031,0.0626308521289529,0.452562692161239,0.116943341090648,0.322237414533794,8.8,110.147752683978,3760.41845703125,3760.41845703125,5.93544223684968,8.20087740306895,15.1860066027721,false,false,false,false,5000,5560,6180,6640,7110,7160,7220,7280,7370,7840,8330,8820,8990,9210,9520,"Temperate Grasslands, Savannas & Shrublands",Nearctic,2,7.912,0.846,0.229,9.59623467695423,-10.1112700498918,28.8729180236913,928.043155044432,35.9322766516626,103.014481701921,324,240,330,234
Coimbatore,2199961,36518.2654938602,,,,,,0.00530547151794608,0.314990322048277,0.0102899626287097,0.00280733925625493,0.0475100574893672,0.00234383859105712,0.0199141077911694,0.59654921276147,349.255543370234,182,0.0,1981,0.0,1890,0.0,580,0.0338701817874048,0.354163157405215,0.0509806916448286,0.470367646694206,0.0840381772759258,0.543160427075109,34.8,375.36395288776,3207.07202148438,3207.07202148438,30.2657112859208,32.5027676199083,35.9161659128946,false,true,false,false,280,350,440,560,710,810,910,1000,1090,1240,1420,1620,1700,1810,2010,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,2,,,,26.3991601090566,19.3482583563831,34.7796581525303,626.778254336763,7.00571804158628,149.275157042321,367,361,430,298
Colombo,4434558,121628.030517778,,,,,,0.251757938153939,0.017877470942742,0.00270462996702741,0.00190845689797138,0.142946097124175,0.0270146632344198,0.000405187297685705,0.507063531700865,64.948667484156,160,0.0,1707,0.0,1448,0.0,610,0.0103849645201744,0.0290681919095149,0.0126130709286915,0.0159663542046678,0.0203788985256606,0.0120405799557384,22.1,235.196241889751,3252.81420898438,3252.81420898438,27.3679109027468,33.5843072225062,40.437581622946,true,true,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,2,6.171,0.842,0.232,27.0498158297779,21.7526905201559,32.2053710282264,2595.0467288125,73.842094660354,385.168586872615,201,284,301,184
Curitiba,2346995,49589.0112027926,,5.46,20.12,14.66,83.75,0.0255092705655651,0.0117596279472894,0.0849494750380928,0.00710317890239612,0.119260243634616,0.00115719623325453,0.000508890988216118,0.749653683920409,865.934773786516,389,0.0,1219,0.0,1067,0.0,854,0.0169275375242236,0.104530533575381,0.0200398277277265,0.0785011205553184,0.0683133594022742,0.0956158983497675,9.8,294.558322570984,2662.68041992188,2662.68041992188,4.80215697530893,5.57828114420854,17.6423441703044,false,true,true,false,160,240,380,500,650,920,1310,1550,1830,2140,2490,2910,3080,3320,3580,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,,,,17.0354520821674,7.80615197077023,25.7612581087897,1397.20812532749,75.5230318768186,188.190612507982,296,499,519,276
Dakar,3367895,28336.7266480947,,1.76,27.15,25.39,48.19,0.0,0.0226077960152564,0.139016787688624,0.0230322434104445,0.00684887903662451,0.00600527853989063,0.0571407947664487,0.546323842644813,0.0,61,0.0,91,0.0,91,0.0,91,0.00622751620514075,0.148344321538633,0.0107435514064573,0.0860046051005492,0.00726498635224985,0.0324747165031573,60.4,884.321600833436,1786.01171875,1786.01171875,16.8803807852947,33.2753821516373,25.0544732801933,false,false,false,false,210,240,360,470,610,780,960,1160,1400,1690,2030,2430,2600,2860,3280,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,1,7.616,0.73,0.235,24.9899457139881,16.6778186014914,31.7227404718776,472.354511233389,0.0,188.713166892635,209,352,379,182
Dallas,5195004,374261.429525391,0.091835925,,,,,0.0425269399414057,0.0103181778072098,0.137276092096327,0.00249493460439882,0.151736052422156,0.0189635612951139,0.00354241834792845,0.632399020032975,170.506509842189,113,0.0,378,0.0,279,0.0,196,0.0228263425871158,0.0484717683217981,0.0449116001414052,0.0524988721068091,0.0938607122839936,0.0465515891507439,8.6,86.6512790631314,4464.04833984375,4464.04833984375,2.74389186769953,5.52416684136927,11.2359930012191,false,false,false,false,870,1120,1450,1720,2020,2230,2470,2820,3220,3660,4170,4660,4800,4960,5150,"Temperate Grasslands, Savannas & Shrublands",Nearctic,1,8.131,0.849,0.222,18.3526225408397,0.437341882636159,35.2978952137666,909.02862146995,47.4002317903769,130.039208203098,315,265,337,243
Delhi [New Delhi],26658957,248842.228712841,,,,,,0.000160638929104819,0.374390745666406,0.0444629414773603,0.00409317925289838,0.0141661244698991,0.000142818426486931,0.00520730593118298,0.555964004329206,217.005360457085,76,0.0,336,0.0,214,0.0,137,0.0461645204413852,0.908973912097077,0.0577218434782078,0.904989336139619,0.0658176514835527,0.891275335949445,163.5,667.797396033458,7698.62939453125,7698.62939453125,50.7200577626896,56.7901947180807,55.7100590609846,false,false,false,false,1370,1780,2280,2840,3530,4430,5560,6770,8210,10090,12440,15050,15930,17020,18670,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,2,5.032,0.769,0.256,25.102727972661,7.32285355342353,40.5320228488426,657.062582479229,3.05613236309737,227.171403520874,343,356,413,286
Denver,2230488,135995.801665213,0.087957434,,,,,0.0106854681802306,0.0326911132157067,0.192674799866799,0.00182784866128546,0.0635659333993098,0.0137690172002051,0.000805235043795068,0.683833288452449,1661.3650418712,327,0.0,2435,0.0,2199,0.0,1095,0.0217034069955961,0.126676556265847,0.028902067243322,0.159755780746593,0.0666955897510888,0.139046799691815,6.2,102.323680583691,1636.42883300781,1636.42883300781,2.92068347002878,3.97061644530698,9.1870870800959,false,false,false,false,500,640,810,920,1050,1200,1360,1440,1530,1750,2000,2240,2310,2400,2500,"Temperate Grasslands, Savannas & Shrublands",Nearctic,2,,,,9.76105153897353,-8.93693483569407,30.5103850266054,411.44267834763,12.504349649155,67.155820892088,349,223,361,211
Detroit,3297724,259120.202563353,0.077039498,,,,,0.0663955777416077,0.0167681879166156,0.0716546961974266,0.00248511799601202,0.144482780498527,0.0374448974118483,0.00169845844818665,0.659070283789777,192.311554945916,176,0.0,303,0.0,275,0.0,275,0.0385125917796802,0.400377456158285,0.0526202641339455,0.315814540169094,0.0775960090340015,0.222867690799928,7.8,79.5085678405305,1214.08813476563,1214.08813476563,4.74712812923933,6.93587737451719,10.3657558438759,false,false,false,false,2770,3140,3550,3760,3970,3880,3810,3750,3700,3800,3910,4040,4100,4200,4360,Temperate Broadleaf & Mixed Forests,Nearctic,1,,,,9.3413194706824,-8.51178776965901,28.4540229560709,804.248417979232,43.3098995603433,86.5685373090001,297,240,308,229
Dhaka,23978196,326170.515174896,,1.26,13.5,12.24,31.38,0.0703438386711877,0.427764808896371,0.0100328783946246,0.0243619440050589,0.154423259939144,0.0176861412432938,0.000721642729812999,0.293515673658147,26.4303292436001,61,0.0,381,0.0,122,0.0,61,0.0557420128336544,0.575271883298363,0.0574987491225334,0.573926021923074,0.0483223976833102,0.529675199964775,63.5,458.836646414814,13180.9921875,13180.9921875,72.0570950779185,81.0136865867461,64.5220709222626,true,true,true,true,340,410,510,820,1370,2220,3270,4660,6620,8330,10280,12580,13480,14800,17020,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,2,,,,25.9005847565208,12.4617998294221,34.4307620192445,2002.07843194302,5.42237110054054,378.143100897501,229,319,354,194
Dortmund,3447957,131505.657905851,0.05926234,,,,,0.128138143557333,0.0964740497205814,0.0114526522344995,0.00419522062550097,0.205902317097474,0.00989782123842541,2.64770398378733e-05,0.543913318486347,78.7378303453392,176,0.0,647,0.0,577,0.0,354,0.12122211275462,0.400774968194147,0.131895883290604,0.446417117719547,0.16707540862654,0.399742142030732,12.9,163.563849740233,347.692260742188,347.692260742188,25.7822349509147,31.2079465699529,43.8860863739128,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,9.80595871149118,-0.687738310938321,22.7034200257022,821.42904206914,50.2739948165344,83.0702507695944,184,176,215,145
Dubai,4888280,77226.9165576314,,2.65,23.13,20.47,40.6,0.00010573537272403,0.0197670828037753,0.00139139457534414,0.000325747877694111,0.00564033942962027,0.0246090994369031,0.00410775703305051,0.65385713724754,18.5408537102657,92,0.0,1524,0.0,762,0.0,213,0.0191730881219518,0.0078249595845874,0.0215236559198996,0.0108643933625417,0.0524267384758846,0.010137072846241,,416.544520780408,1448.18383789063,1448.18383789063,8.11041964713142,5.67574035250001,12.4840433061004,false,false,false,false,20,30,40,50,80,170,250,340,470,650,940,1270,1380,1520,1710,Deserts & Xeric Shrublands,Palearctic,2,8.089,0.784,0.266,26.5412788204702,13.1528746922257,39.7131756531881,91.6523767336009,0.0,27.9452200786641,242,193,276,159
Durban,2868758,74632.6043362706,,,,,,0.0628673476055995,0.023976798158309,0.11077992841453,0.00105610988496215,0.101368131415895,0.00335857850977488,0.0170658823029245,0.648736014451341,38.1502290691486,197,0.0,1524,0.0,952,0.0,533,0.0119464726897953,0.118943605844563,0.0243476682916678,0.138344370703957,0.0410510515190488,0.110783212901919,25.4,244.942098805365,3853.13989257813,3853.13989257813,8.61546935993026,14.6547727218358,19.382688041601,false,true,true,false,480,570,680,760,860,1020,1210,1450,1720,2080,2370,2640,2730,2840,2960,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,3,,,,20.3971961963984,11.1720817877201,27.551138728849,964.661827676629,27.5821994043974,131.660029434597,259,404,414,249
Fortaleza,3204917,40110.0691693346,,,,,,0.0156982227424749,0.0699665436726518,0.0454747328441996,0.0367399985257422,0.0371836355059924,0.00943690055471133,0.0178862038125393,0.723920278590038,5.82955785351576,30,0.0,457,0.0,381,0.0,152,0.00712112430576198,0.0245051277343711,0.0168395007177364,0.047904432349168,0.0375113507491574,0.102868504299149,11.1,516.410237253632,3889.6064453125,3889.6064453125,4.74204996249588,8.80547382378754,15.6633887859536,false,true,true,false,260,360,500,660,870,1140,1490,1820,2230,2550,2880,3240,3390,3600,3850,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,1,,,,26.1189829008565,21.4081730799482,30.2575319681916,1417.61909267017,13.3402377469622,322.809016865421,218,289,310,197
Fukuoka,2138386,50386.9050328343,,6.1,26.75,20.65,70.07,0.0892599945900422,0.0410078252599778,0.0130324386826101,0.00214308029380564,0.0813938986428612,0.0146363010110889,3.35091991640801e-05,0.655260429778645,103.448302685111,310,0.0,1211,0.0,735,0.0,620,0.0699523702583391,0.0298160625176954,0.10607409002734,0.0444984689828726,0.139089410406648,0.053683651057142,15.6,264.665349182746,539.11669921875,539.11669921875,19.7454907187539,25.7442303899331,31.1889726325074,true,true,true,true,950,1150,1340,1490,1650,1850,2030,2220,2490,2620,2720,2770,2790,2820,2830,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,16.1014979122613,2.13380180398644,31.4461884690061,1706.57661409134,64.6464438445232,283.778171546372,113,208,231,90
Fuzhou,3036658,34223.1817773162,,,,,,0.0594028793964521,0.0257260516465985,0.00878974430799332,0.0164350300641806,0.0712201243865165,0.0874662874194536,0.00230773922103929,0.728652143557766,196.504972178438,305,0.0,1219,0.0,914,0.0,610,0.0401009717520334,0.0696358249461657,0.0598320974150361,0.087873490998869,0.100435436968065,0.0874659779682268,27.6,552.179355726076,6402.04248046875,6402.04248046875,20.8671746813123,23.5082456686982,29.905298178756,false,false,false,false,490,600,730,870,940,1010,1100,1220,1400,1710,2100,2450,2610,2830,3170,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,20.1988970192987,7.75415199053113,33.1025817231811,1371.37014224322,37.9810055218855,208.810009731095,206,363,405,164
Guadalajara,4531686,59167.4820142479,0.022890377,2.32,15.6,13.28,50.5,0.00162540960293036,0.156263108900938,0.00456545211435587,1.47685533136377e-05,0.0213959850500541,0.000251065406331841,0.0490068669139637,0.766729657924976,1550.29985558655,350,0.0,2059,0.0,1504,0.0,598,0.0139180493656017,0.286451928467199,0.0211148007338064,0.345379908288767,0.0404166193534738,0.396318293560025,18.8,478.409474484254,4565.95703125,4565.95703125,4.38005735992543,6.71090635452138,12.7311651879338,false,false,false,false,400,590,870,1150,1510,1850,2270,2620,3010,3430,3700,4050,4200,4410,4670,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,2,,,,19.5023101147951,6.71983058555745,32.4108437943655,920.086313836793,4.8195967851845,244.449136427144,302,326,380,248
Guangzhou,40523718,659525.45108281,,,,,,0.0572014754044901,0.0685505013869995,0.0129790966911658,0.0270212744384876,0.124530002706146,0.0338063370358067,0.00605632042508626,0.647998526274955,58.0026353107389,244,0.0,457,0.0,350,0.0,244,0.0696692559529153,0.0923357511135794,0.128944653623269,0.122888311190019,0.191715245549072,0.122182643772506,32.9,387.193642830598,73242.578125,73242.578125,36.8254480586261,60.7930235145948,69.7740891057007,true,true,true,true,1490,1680,1880,2120,2380,2670,3000,3420,3920,5380,7390,8420,8830,9450,10410,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,7.015,0.821,0.174,22.4575621952421,9.96712234090023,32.5865681016741,1769.25436146861,29.7635219587413,293.478084300987,224,390,435,179
Guatemala City,2671636,41107.7004630591,,1.71,13.39,11.69,31.95,0.132613301333232,0.0675900834030729,0.0158088892981105,0.000722783252998829,0.189063127973102,0.00452289932259459,0.0378014126049513,0.551877502811938,1545.63158891894,534,0.0,2500,0.0,2209,0.0,1372,0.0138788979782249,0.308606795455919,0.0182860766819224,0.254809668434765,0.0353205457129848,0.138450581850452,32.4,405.713530443607,2793.32104492188,2793.32104492188,14.2269755344095,16.546651089259,25.4663107511677,false,true,false,false,290,370,480,590,660,720,750,780,800,840,910,980,1020,1100,1280,Tropical & Subtropical Coniferous Forests,Neotropic,2,7.825,0.843,0.311,19.7039171975226,12.3728193822211,26.9781267167844,1217.06394027958,1.68769595060893,249.799115276897,332,355,414,273
Guayaquil,2749343,30431.7392288968,,2.92,18.87,15.95,41.44,0.0560560660797136,0.0457555030053739,0.0672899511899534,0.0130652247033782,0.0302629991090433,0.0848882709535289,0.0242591836577494,0.651644161666269,10.4200036873275,30,0.0,3810,0.0,1554,0.0,183,0.00546263981381172,0.154902721361824,0.00925336522398242,0.271176258733509,0.0153505739318577,0.24211857669046,23.6,564.382744713955,1273.10485839844,1273.10485839844,4.49906791231988,5.94234961373176,5.24027725593865,true,true,true,true,260,340,460,580,720,890,1120,1350,1570,1810,2080,2390,2510,2690,2940,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,3,7.85,0.845,0.309,25.5983942053798,19.4495166631053,31.367881987388,837.748948537134,0.146698777333505,211.336515530912,291,302,357,236
Hangzhou,7536290,169220.888174424,,,,,,0.025821014803918,0.0234378881540448,0.00628076078995523,0.0270274590755839,0.103578208231125,0.024064838667232,0.00122028942163906,0.749147340742019,54.2635515313385,274,0.0,1067,0.0,914,0.0,457,0.159981222086246,0.157941372295538,0.206809175644732,0.170930404066242,0.266149667032473,0.142504939035745,41.2,277.371961230184,50167.07421875,50167.07421875,39.9479177179483,40.991877668231,41.6937182619369,false,false,false,false,640,740,860,980,1030,1100,1160,1290,1480,1890,2410,2830,3010,3270,3650,Temperate Broadleaf & Mixed Forests,Palearctic,2,,,,16.7617027249125,0.879403088743357,33.2172762647278,1335.39503217805,45.0963017087258,200.355236752617,265,314,376,203
Hanoi,5351791,108855.710200263,,,,,,0.00319928342163538,0.398041702751617,0.00543621106747342,0.0193742752350043,0.038945756062381,0.0297260971510273,0.00261370994069616,0.501676498034488,57.5040168982126,152,0.0,1067,0.0,610,0.0,305,0.0972218544059562,0.257051924709654,0.178649061943591,0.421248568099097,0.23954456761581,0.587902291178046,26.2,307.097054792174,3055.91674804688,3055.91674804688,30.6175617210297,48.9803279941097,67.8562989863068,false,true,false,false,280,420,640,920,1310,1880,2610,2850,3130,3420,3750,4170,4380,4720,5360,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,6.946,0.705,0.185,23.8556039572931,13.3896688359542,33.073611057848,1682.04369892481,14.3912396075588,325.855215055735,272,382,448,206
Ho Chi Minh City,11508477,147470.204341126,,,,,,0.0201320926019395,0.217864170504233,0.00829250474891484,0.013622687758237,0.116363468112425,0.0313662924970203,0.00172152722061592,0.590310967392606,11.8224430210283,122,0.0,914,0.0,274,0.0,168,0.0435948078148971,0.337051186278917,0.0632343035411217,0.347829933496092,0.0977921192158843,0.389594610926742,26.9,487.187199361745,3814.41137695313,3814.41137695313,21.0458025337355,26.0044984261019,29.885919314371,false,true,true,false,1210,1300,1400,1760,2230,2810,3460,3720,4000,4300,4620,5070,5310,5720,6480,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,2,6.782,0.637,0.283,27.1601053118412,20.7200152904813,34.2889968655737,1881.92580353533,4.09137906281904,322.511507824026,226,378,406,198
Hong Kong,5707285,35520.8356219265,,6.51,31.49,24.98,89.11,0.234495096821162,0.018826748065777,0.00555444521932407,0.00352559237066146,0.102432616332534,0.0111768298239013,0.00386736234335661,0.318577200390374,25.6545942891989,76,0.0,305,0.0,244,0.0,183,0.132333728039747,0.059096524518547,0.118800410886482,0.0274324187057544,0.0924783870178694,0.0105803497601006,23.9,1296.36712109548,24667.712890625,24667.712890625,145.377578889968,248.006397062767,360.406409346991,true,true,true,true,1680,2120,2620,3190,3460,3940,4610,5070,5680,6210,6660,7060,7210,7420,7740,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,5.755,0.663,0.219,22.4121479749587,12.0906488034968,30.9164300480257,2102.43099396693,25.8002242304671,373.894363583484,406,302,468,240
Houston,4902555,345225.932923734,0.089152697,3.36,15.17,11.81,27.0,0.0596447070932837,0.0221923666049123,0.139751292933389,0.00714580310848363,0.151922651545132,0.0100352142932864,0.00595453142171063,0.597043265978536,18.7206279864428,63,0.0,138,0.0,118,0.0,98,0.0210624581661754,0.10063795935619,0.0344797744713151,0.11666496654665,0.0777807958375349,0.115748413616313,8.6,88.8798778166826,5275.0361328125,5275.0361328125,3.31354934616902,5.14928416136186,10.8650140591644,true,true,true,true,710,900,1150,1400,1690,2030,2420,2660,2920,3350,3850,4320,4460,4610,4790,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Nearctic,2,8.13,0.849,0.221,20.2954505947495,5.53999485795587,33.6455998269033,1174.36831424227,68.8160771728139,133.932616188684,328,302,360,270
Hyderabad,8139691,88502.3358297108,,1.51,20.93,19.42,40.18,0.00114759602076563,0.310074287273046,0.0129084932730308,0.00348500542949953,0.0238833989319046,0.00587038728981164,0.0446886326297829,0.59790114889997,537.137817293167,92,0.0,549,0.0,549,0.0,305,0.0190340195009835,0.869470692188796,0.0236157984682787,0.856046398116038,0.0466015251894827,0.821868209135532,43.7,572.968070401801,3340.67138671875,3340.67138671875,18.2043157397965,19.3820550744491,29.4026149553625,false,false,false,false,1100,1180,1240,1460,1750,2090,2490,3210,4190,4820,5440,6120,6380,6760,7450,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,1,,,,26.3795647302645,14.4121816764454,39.3726944540177,797.459896169701,2.68051905868516,183.978596675355,314,263,346,231
Indore,2886762,28236.8918914329,,,,,,0.00224093673254935,0.413209318871532,0.0273876933779547,0.00421282895291674,0.00822042447698797,0.00040633859906482,0.00210423239689881,0.541849632071899,514.627612971189,122,0.0,488,0.0,457,0.0,366,0.017873702727494,0.830954875459328,0.0262683432175462,0.816141878195339,0.0344502124042867,0.801694578816622,77.6,637.626472533253,2140.28637695313,2140.28637695313,17.6212480654587,21.6138998925959,22.1974384278355,false,false,false,false,300,340,390,460,550,660,810,940,1090,1310,1600,1910,2030,2180,2420,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,1,,,,24.5667367411173,9.90079301367568,39.9567125660072,978.995735699265,0.777605990323563,304.353645335318,241,327,346,222
Istanbul,14109075,134099.369160429,,3.07,26.87,23.81,59.78,0.0960475947906592,0.04287637310869,0.0702165374953682,0.0014527605333948,0.0345157406436748,0.0382231613241348,0.00856512559273794,0.627726053539768,44.228190415493,218,0.0,1714,0.0,997,0.0,665,0.0228627593758774,0.167922861462184,0.0243646094472175,0.10161468520829,0.038377568922368,0.133343522319393,26.1,726.706832915874,3598.81396484375,3598.81396484375,16.6633121601087,18.618770324856,28.3987908373713,false,false,false,false,970,1250,1450,2000,2770,3600,4400,5410,6550,7660,8740,9710,10060,10530,11180,Temperate Broadleaf & Mixed Forests,Palearctic,2,6.386,0.444,0.362,13.8424756026392,2.47586910136469,27.4574581026516,766.311785631073,24.751035923312,125.080959811956,271,208,291,188
Izmir,2792996,35220.7702574692,,3.83,29.65,25.82,68.95,0.0641935820670881,0.0650559878382101,0.0823237436894041,0.000564798718680251,0.0633885972717126,0.0039484763357725,0.0594755146252658,0.583531527764167,219.175948963166,848,0.0,1378,0.0,1034,0.0,982,0.0196416777140133,0.170810796167759,0.0295254797452637,0.207713544755159,0.0505116572778956,0.234573504702561,24.3,528.303862895563,3861.86743164063,3861.86743164063,7.88181390210352,10.3371039232364,16.5912673760128,false,true,false,false,220,290,360,560,880,1050,1220,1470,1740,1970,2220,2490,2590,2720,2920,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,6.139,0.428,0.306,16.9679346494526,4.31138687177083,32.7415570775732,675.109918580542,2.78175306842667,140.702023365745,219,206,264,161
